Plot.ID,Block,Plot.letter,Treatment,Focal.sp,Competition,Species.comp.combo,Species.comp.treatment,Species.treatment.block,Plot.Focalsp.comp.combo,Neighbour.density,Focal.height,Solo.height,Height,Delta.height.highcomp.solo.pair,Leaf.length,Lat1,Lat2,Mean.Lat,Canopy.shape,Phenology.at.survey,Nearest.neighbour.sp,Nearest.neighbour.height,Soilmoisture.11.or.12.Aug.1.hicomp,Soilmoisture.11.or.12.Aug.2.hicomp,Soilmoisture.11.or.12.Aug.3.hicomp,Mean.soilmoisture.11.or.12.Aug.hicomp,Mean.SM.earlyAug,Solo.soilmoisture.Aug11or12.1,Solo.soilmoisture.Aug11or12.2,Solo.soilmoisture.Aug11or12.3,Mean.solo.soilmoisture,Soilmoisture.22.or.23.Aug.1.hicomp,Soilmoisture.22.or.23.Aug.2.hicomp,Soilmoisture.22.or.23.Aug.3.hicomp,Mean.soilmoisture.22.or.23.Aug.hicomp,Solo.soilmoisture.22or23.Aug.1,Solo.soilmoisture.22or23Aug.2,Solo.soilmoisture.22or23Aug.3,Mean.solo.soilmoisture.22or23.Aug,Mean.SM.lateAug,Soilmoisture.3Sep.hicomp.1,Soilmoisture.3Sep.hicomp.2,Soilmoisture.3Sep.hicomp.3,Mean.soilmoisture.3Sep.hicomp,Solo.soilmoisture.3Sep.1,Solo.soilmoisture.3Sep.2,Solo.soilmoisture.3Sep.3,Mean.solo.soilmoisture.3Sep,Mean.SM.Sep,Delta.MeanSM.AugSep,Bare,Moss,Crust,CWD,Rock,Near.under.log,Jam.litter,Euc.litter,Notes,Colwell.P,Canopy.cover.final,Exclude.from.analysis,Num.fl.total,Num.fl.seeding.total,Seedcount.extrap.integer,Mean.solo.seedcount.extrap.integer.block,Delta.seedcount.meansolospeciesblock,Solo.seedcount.extrap.integer,Delta.seedcount.highcomp.solo.pair,mean.trait.distance.height,mean.trait.distance.seedmass,mean.trait.distance.SLA,mean.trait.hierarchy.height,mean.trait.hierarchy.seedmass,mean.trait.hierarchy.SLA,var.trait.distance.height,var.trait.distance.seedmass,var.trait.distance.SLA,var.trait.hierarchy.height,var.trait.hierarchy.seedmass,var.trait.hierarchy.SLA,mean.trait.distance.canopyshape,var.trait.hierarchy.canopyshape,abundwghtd.mean.trait.distance.canopyshape,abundwghtd.mean.trait.distance.height,abundwghtd.mean.trait.distance.seedmass,abundwghtd.mean.trait.distance.SLA,abundwghtd.mean.trait.hierarchy.canopyshape,abundwghtd.mean.trait.hierarchy.height,abundwghtd.mean.trait.hierarchy.seedmass,abundwghtd.mean.trait.hierarchy.SLA,abundwghtd.var.trait.distance.canopyshape,abundwghtd.var.trait.distance.height,abundwghtd.var.trait.distance.seedmass,abundwghtd.var.trait.distance.SLA,abundwghtd.var.trait.hierarchy.canopyshape,abundwghtd.var.trait.hierarchy.height,abundwghtd.var.trait.hierarchy.seedmass,abundwghtd.var.trait.hierarchy.SLA,mean.trait.hierarchy.canopyshape
15I,15,I,Open,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Open,P.airoides.Open.15,15I.P.airoides.Highcomp,3,75,25,75,50,20,10,0,5,0.066666667,B,P.airoides,50,12.5,13,11.5,12.33333333,12.33333333,12.5,12,9.5,11.33333333,15.4,16.4,16.9,16.23333333,15.4,13,14.4,14.26666667,16.23333333,4.1,4.6,4.6,4.433333333,4.6,3.1,4.1,3.933333333,4.433333333,-7.9,10,60,1,2,1,0,0,0,,11.1,7.282,0,1,1,43,274,-231,146,-103,6.775462965,0.533090758,0.57405837,6.775462965,-0.533090758,0.57405837,91.81379678,0.568371513,0.659086024,91.81379678,0.568371513,0.659086024,0.3642446,0.265348257,0.242829733,4.51697531,0.355393839,0.38270558,-0.242829733,4.51697531,-0.355393839,0.38270558,0.176898838,61.20919785,0.378914342,0.439390683,0.176898838,61.20919785,0.378914342,0.439390683,-0.3642446
15I,15,I,Open,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Open,P.canescens.Open.15,15I.P.canescens.Highcomp,5,320,200,320,120,110,250,200,225,0.703125,B,Not.focal.species,NA,12.5,13,11.5,12.33333333,12.33333333,11.5,11.5,12.5,11.83333333,15.4,16.4,16.9,16.23333333,15.9,14.4,16.4,15.56666667,16.23333333,4.1,4.6,4.6,4.433333333,3.6,4.6,4.1,4.1,4.433333333,-7.9,10,60,1,2,1,0,0,0,,11.1,7.282,0,30,23,2038,2240.3333,-202.3333,1382,656,17.14752942,0.254838638,7.693293983,17.14752942,-0.149087288,-5.642184397,108.5990359,0.093847198,113.6787558,108.5990359,0.157920766,154.7075471,0.201824823,0.000457379,0.192092694,14.77405877,0.395258739,5.298351694,0.192092694,14.77405877,-0.331807928,-2.702935334,0.000406279,64.86207339,0.083894482,67.59390648,0.000406279,64.86207339,0.141560694,93.55224555,0.201824823
15I,15,I,Open,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Open,V.rosea.Open.15,15I.V.rosea.Highcomp,13,110,40,110,70,60,130,120,125,1.136363636,BF,P.airoides,10,12.5,13,11.5,12.33333333,12.33333333,11.5,12,13.5,12.33333333,15.4,16.4,16.9,16.23333333,16.9,13.5,17.4,15.93333333,16.23333333,4.1,4.6,4.6,4.433333333,4.6,4.6,5.1,4.766666667,4.433333333,-7.9,10,60,1,2,1,0,0,0,,11.1,7.282,0,63,63,213,76,137,41,172,23.56368978,2.026401663,9.76312588,-23.56368978,2.026401663,5.480603813,69.62059344,0.164051307,23.20574533,69.62059344,0.164051307,121.1281585,1.937226273,0.018220809,1.939388089,23.17404631,1.934874046,10.86957484,1.939388089,-23.17404631,1.934874046,7.904751871,0.012028281,48.38285035,0.131178678,18.297516,0.012028281,48.38285035,0.131178678,78.59861732,1.937226273
15J,15,J,Shade,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Shade,H.glutinosum.Shade.15,15J.H.glutinosum.Highcomp,13,100,70,100,30,10,10,10,10,0.1,,Not.focal.species,NA,15.4,14.9,12,14.1,14.1,13.9,13.5,13,13.46666667,16.9,18.4,18.4,17.9,18.4,16.9,17.4,17.56666667,17.9,7.6,8.1,8.5,8.066666667,6.1,7.1,7.6,6.933333333,8.066666667,-6.033333333,3,90,25,5,0,1,2,0,,2.7,44.412,0,3,3,6,22,-16,0,6,6.47836122,0.501702636,7.780061253,-6.47836122,0.501702636,-7.780061253,56.38034256,0.114191882,97.14987018,56.38034256,0.114191882,97.14987018,0.10649398,0.015543576,0.069561245,3.213195775,0.65137909,16.34604943,-0.024098617,-3.213195775,0.65137909,-16.34604943,0.005942547,34.5213713,0.039483612,74.14355279,0.010555405,34.5213713,0.039483612,74.14355279,-0.09007692
15J,15,J,Shade,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Shade,P.airoides.Shade.15,15J.P.airoides.Highcomp,7,90,20,90,70,30,25,10,17.5,0.194444444,,H.glutinosum,35,15.4,14.9,12,14.1,14.1,13,13.5,12,12.83333333,16.9,18.4,18.4,17.9,17.9,16.4,16.9,17.06666667,17.9,7.6,8.1,8.5,8.066666667,7.1,6.1,6.1,6.433333333,8.066666667,-6.033333333,3,90,25,5,0,1,2,0,,2.7,44.412,0,3,3,187,216,-29,45,142,14.90849018,0.258293405,5.12590397,8.625156848,-0.247198043,3.303816974,121.4717023,0.091594442,9.506162529,306.3088883,0.098605205,28.70576867,0.541087518,0.987391095,0.448104599,14.80151896,0.378220008,5.86283167,-0.13775425,10.31342372,-0.37029475,4.561340959,0.504418889,81.0145098,0.103011599,7.921373788,0.71654397,212.5191402,0.109932468,23.74949828,-0.27911487
15J,15,J,Shade,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Shade,V.rosea.Shade.15,15J.V.rosea.Highcomp,NA,60,100,60,-40,60,35,20,27.5,0.458333333,,P.airoides,50,15.4,14.9,12,14.1,14.1,13,12,12,12.33333333,16.9,18.4,18.4,17.9,14.9,16.9,16.9,16.23333333,17.9,7.6,8.1,8.5,8.066666667,5.6,6.1,6.1,5.933333333,8.066666667,-6.033333333,3,90,25,5,0,1,2,0,,2.7,44.412,0,13,12,33,31.75,1.25,47,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15K,15,K,Open,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Open,H.glabra.Open.15,15K.H.glabra.Highcomp,3,40,30,40,10,80,80,60,70,1.75,B,NA,NA,10.5,11,11.5,11,11,16.4,16.4,15.9,16.23333333,12.5,13,15.4,13.63333333,20.3,18.4,17.4,18.7,13.63333333,5.6,5.6,8.5,6.566666667,5.1,5.1,6.6,5.6,6.566666667,-4.433333333,0,3,0,90,0,0,15,0,,14.5,28.348,0,7,7,485,582,-97,614,-129,7.937810945,0.315190931,12.55553823,-6.228855725,0.315190931,12.43650558,77.59728729,0.000759371,309.3333418,126.0176852,0.000759371,315.2830802,NA,NA,NA,5.861525703,0.321686102,16.70104008,NA,-3.582918743,0.321686102,16.62168498,NA,51.73152486,0.000506247,206.2222279,NA,84.01179013,0.000506247,210.1887202,NA
15L,15,L,Open,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Open,V.rosea.Open.15,15L.V.rosea.Highcomp,1,35,10,35,25,35,35,20,27.5,0.785714286,,V.rosea,10,8.5,8.5,10,9,9,8.1,8.5,9.5,8.7,12,10,10.5,10.83333333,9,8.5,10.5,9.333333333,10.83333333,4.1,4.6,4.1,4.266666667,2.2,4.1,4.1,3.466666667,4.266666667,-4.733333333,80,1,4,1,1,0,10,0,,6.7,8.116,0,124,83,267,76,191,111,156,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
15M,15,M,Shade,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Shade,M.minima.Shade.15,15M.M.minima.Highcomp,1,120,55,120,65,10,30,10,20,0.166666667,,Not.focal.species,NA,20.8,24.7,17.4,20.96666667,20.96666667,19.8,17.9,21.3,19.66666667,25.7,26.7,25.7,26.03333333,22.8,21.3,21.8,21.96666667,26.03333333,13,9.5,8.5,10.33333333,8.5,10.5,11.5,10.16666667,10.33333333,-10.63333333,50,1,0,15,1,1,0,0,,9,45.8,0,3,3,3,4.666667,-1.666667,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
15M,15,M,Shade,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Shade,T.cyanopetala.Shade.15,15M.T.cyanopetala.Highcomp,3,55,80,55,-25,15,30,15,22.5,0.409090909,,Not.focal.species,NA,20.8,24.7,17.4,20.96666667,20.96666667,21.3,21.8,17.9,20.33333333,25.7,26.7,25.7,26.03333333,24.3,23.8,26.7,24.93333333,26.03333333,13,9.5,8.5,10.33333333,9,11,12,10.66666667,10.33333333,-10.63333333,50,1,0,15,1,1,0,0,,9,45.8,0,10,8,38,154.666667,-116.666667,174,-136,16.78836996,1.084166296,3.781537303,16.78836996,0.45139963,2.258188977,250.0316918,1.340026076,22.19870755,250.0316918,2.797508475,35.99961794,NA,NA,NA,16.78836996,1.084166296,3.781537303,NA,16.78836996,0.45139963,2.258188977,NA,250.0316918,1.340026076,22.19870755,NA,250.0316918,2.797508475,35.99961794,NA
2A,2,A,Shade,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Shade,H.glutinosum.Shade.2,2A.H.glutinosum.Highcomp,3,50,70,50,-20,9,7,5,6,0.12,,P.airoides,60,18.4,16.4,18.4,17.73333333,17.73333333,18.4,18.4,17.9,18.23333333,15.9,18.4,17.4,17.23333333,18.4,16.9,17.4,17.56666667,17.23333333,6.1,6.1,NA,6.1,4.1,NA,NA,4.1,6.1,-11.63333333,75,20,1,1,4,0,1,0,,4.7,42.4,0,1,1,NA,0,NA,NA,NA,14.53409091,0.678036516,7.70515092,-14.53409091,0.678036516,-7.70515092,NA,NA,NA,NA,NA,NA,0.2156473,NA,0.2156473,14.53409091,0.678036516,7.70515092,-0.2156473,-14.53409091,0.678036516,-7.70515092,0,0,0,0,0,0,0,0,-0.2156473
2A,2,A,Shade,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Shade,P.airoides.Shade.2,2A.P.airoides.Highcomp,9,90,35,90,55,23,25,25,25,0.277777778,,P.airoides,50,18.4,16.4,18.4,17.73333333,17.73333333,18.4,18.9,17.4,18.23333333,15.9,18.4,17.4,17.23333333,19.3,20.8,19.8,19.96666667,17.23333333,6.1,6.1,NA,6.1,4.1,NA,NA,4.1,6.1,-11.63333333,75,20,1,1,4,0,1,0,,4.7,42.4,0,5,5,247,196.5,50.5,175,72,7.267045455,0.339018258,3.85257546,7.267045455,-0.339018258,3.85257546,105.6198993,0.229866759,29.68467535,105.6198993,0.229866759,29.68467535,0.10782365,0.023251879,0.047921622,3.22979798,0.150674781,1.71225576,0.047921622,3.22979798,-0.150674781,1.71225576,0.009042397,41.07440528,0.089392628,11.54404041,0.009042397,41.07440528,0.089392628,11.54404041,0.10782365
2A,2,A,Shade,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Shade,P.canescens.Shade.2,2A.P.canescens.Highcomp,2,270,230,270,40,75,200,60,130,0.481481481,,P.airoides,50,18.4,16.4,18.4,17.73333333,17.73333333,17.4,17.9,18.4,17.9,15.9,18.4,17.4,17.23333333,18.4,21.3,20.8,20.16666667,17.23333333,6.1,6.1,NA,6.1,5.1,NA,NA,5.1,6.1,-11.63333333,75,20,1,1,4,0,1,0,,4.7,42.4,0,51,38,2226,177.5,2048.5,355,1871,3.3202381,0.072147627,5.99921266,-3.3202381,0.072147627,-5.99921266,NA,NA,NA,NA,NA,NA,0.0381528,NA,0.0381528,3.3202381,0.072147627,5.99921266,-0.0381528,-3.3202381,0.072147627,-5.99921266,0,0,0,0,0,0,0,0,-0.0381528
2B,2,B,Open,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Open,A.calendula.Open.2,2B.A.calendula.Highcomp,8,70,90,70,-20,90,90,0,45,0.642857143,,A.calendula,60,14.4,12,13.5,13.3,13.3,13,14.4,15.9,14.43333333,12,13.9,13.9,13.26666667,13.9,14.9,15.9,14.9,13.26666667,4.1,4.6,5.1,4.6,4.6,5.6,5.1,5.1,4.6,-8.7,60,4,5,1,1,0,0,5,,7.3,0,0,12,11,228,161.5,66.5,182,46,22.51523002,0.976747819,8.88474584,-22.12196403,0.453021819,-2.667305984,303.9785293,0.119915514,75.3612659,325.9213923,1.055924932,165.1415002,0.77484418,0.009213813,0.784416975,17.58264587,0.925530891,6.659624608,0.784416975,-17.09106338,0.598202141,-1.134466153,0.009868515,235.0883352,0.117303817,55.28069269,0.009868515,254.5683218,0.687317107,104.4962201,0.77484418
2B,2,B,Open,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Open,H.glutinosum.Open.2,2B.H.glutinosum.Highcomp,10,60,70,60,-10,3,25,25,25,0.416666667,,H.glutinosum,50,14.4,12,13.5,13.3,13.3,15.4,16.4,14.9,15.56666667,12,13.9,13.9,13.26666667,14.9,16.4,17.4,16.23333333,13.26666667,4.1,4.6,5.1,4.6,4.6,5.6,6.1,5.433333333,4.6,-8.7,60,4,5,1,1,0,0,5,,7.3,0,0,1,1,1,2,-1,NA,NA,9.450467527,0.452851984,14.07509343,-9.450467527,0.452851984,-14.07509343,132.9305223,0.154508278,229.0046613,132.9305223,0.154508278,229.0046613,0.834009587,1.552185959,0.320965523,9.52408376,0.331689905,13.24669408,-0.320965523,-9.52408376,0.331689905,-13.24669408,0.480867885,124.2346865,0.122492068,223.5671271,0.480867885,124.2346865,0.122492068,223.5671271,-0.834009587
2B,2,B,Open,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Open,P.airoides.Open.2,2B.P.airoides.Highcomp,8,40,50,40,-10,15,18,10,14,0.35,,P.airoides,60,14.4,12,13.5,13.3,13.3,15.4,14.4,17.9,15.9,12,13.9,13.9,13.26666667,17.4,14.4,14.9,15.56666667,13.26666667,4.1,4.6,5.1,4.6,5.1,5.1,5.6,5.266666667,4.6,-8.7,60,4,5,1,1,0,0,5,,7.3,0,0,2,2,144,333,-189,240,-96,10.05997475,1.017844344,3.588509227,-0.370580807,-1.017844344,1.548258053,76.21131173,1.497347944,15.0515306,227.8099544,1.497347944,30.77197381,0.0791288,0.014096123,0.110541038,9.222774621,0.635955323,4.235122555,0.110541038,5.311316289,-0.635955323,3.470028365,0.01267615,58.46781731,0.606629198,14.76474347,0.01267615,123.4386642,0.606629198,21.50207627,0.0791288
2B,2,B,Open,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Open,P.canescens.Open.2,2B.P.canescens.Highcomp,3,400,210,400,190,75,220,20,120,0.3,,T.cyanopetala,40,14.4,12,13.5,13.3,13.3,16.9,14.4,16.9,16.06666667,12,13.9,13.9,13.26666667,14.9,14.4,15.4,14.9,13.26666667,4.1,4.6,5.1,4.6,5.1,5.1,5.6,5.266666667,4.6,-8.7,60,4,5,1,1,0,0,5,,7.3,0,0,107,40,3885,1464.6667,2420.3333,481,3404,13.54940475,1.31233414,5.719736587,-13.54940475,-1.264235722,-5.719736587,78.56814217,1.291129694,12.16613278,78.56814217,1.477023096,12.16613278,0.11859623,0.036090088,0.11859623,13.54940475,1.31233414,5.719736587,0.082218563,-13.54940475,-1.264235722,-5.719736587,0.025132328,78.56814217,1.291129694,12.16613278,0.036090088,78.56814217,1.477023096,12.16613278,0.082218563
2B,2,B,Open,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Open,T.cyanopetala.Open.2,2B.T.cyanopetala.Highcomp,4,70,35,70,35,25,20,20,20,0.285714286,,T.cyanopetala,80,14.4,12,13.5,13.3,13.3,15.9,14.4,13.5,14.6,12,13.9,13.9,13.26666667,14.9,15.9,16.9,15.9,13.26666667,4.1,4.6,5.1,4.6,5.1,5.6,6.1,5.6,4.6,-8.7,60,4,5,1,1,0,0,5,,7.3,0,0,2,2,14,35,-21,56,-42,15.08996212,0.84873,5.38276384,15.08996212,0.84873,5.38276384,455.4139136,1.440685226,57.94829311,455.4139136,1.440685226,57.94829311,0.0969541,0.018800195,0.04847705,7.54498106,0.424365,2.69138192,0.04847705,7.54498106,0.424365,2.69138192,0.009400098,227.7069568,0.720342613,28.97414656,0.009400098,227.7069568,0.720342613,28.97414656,0.0969541
2C,2,C,Shade,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Shade,H.glutinosum.Shade.2,2C.H.glutinosum.Highcomp,3,60,70,60,-10,8,20,8,14,0.233333333,,H.glutinosum,35,14.9,17.4,16.4,16.23333333,16.23333333,13,13.5,16.4,14.3,16.4,15.4,17.9,16.56666667,13.9,13.9,17.4,15.06666667,16.56666667,8.5,9,8.5,8.666666667,6.6,7.6,8.1,7.433333333,8.666666667,-7.566666667,55,15,2,1,1,0,1,1,,9.7,46.179,0,2,2,4,0,4,0,4,7.267045455,0.339018258,3.85257546,-7.267045455,0.339018258,-3.85257546,105.6198993,0.229866759,29.68467535,105.6198993,0.229866759,29.68467535,0.10782365,0.023251879,0.143764867,9.68939394,0.452024344,5.13676728,-0.143764867,-9.68939394,0.452024344,-5.13676728,0.015501253,70.41326619,0.153244506,19.78978357,0.015501253,70.41326619,0.153244506,19.78978357,-0.10782365
2C,2,C,Shade,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Shade,P.airoides.Shade.2,2C.P.airoides.Highcomp,6,90,40,90,50,22,20,0,10,0.111111111,B,P.airoides,35,14.9,17.4,16.4,16.23333333,16.23333333,14.9,13.9,16.4,15.06666667,16.4,15.4,17.9,16.56666667,18.9,16.9,17.9,17.9,16.56666667,8.5,9,8.5,8.666666667,7.1,7.6,7.6,7.433333333,8.666666667,-7.566666667,55,15,2,1,1,0,1,1,,9.7,46.179,0,1,1,46,196.5,-150.5,218,-172,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C,2,C,Shade,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Shade,V.rosea.Shade.2,2C.V.rosea.Highcomp,12,100,60,100,40,70,190,50,120,1.2,,P.airoides,50,14.9,17.4,16.4,16.23333333,16.23333333,14.4,17.9,17.4,16.56666667,16.4,15.4,17.9,16.56666667,18.4,19.8,13,17.06666667,16.56666667,8.5,9,8.5,8.666666667,8.5,10,10,9.5,8.666666667,-7.566666667,55,15,2,1,1,0,1,1,,9.7,46.179,1,46,42,164,116.5,47.5,57,107,25.93087122,1.898446036,11.43279727,-25.93087122,1.898446036,11.43279727,105.6198993,0.229866759,29.68467535,105.6198993,0.229866759,29.68467535,1.89034035,0.023251879,1.872369742,27.14204546,1.954949079,10.79070136,1.872369742,-27.14204546,1.954949079,10.79070136,0.012330542,56.01055265,0.121899039,15.74187329,0.012330542,56.01055265,0.121899039,15.74187329,1.89034035
2D,2,D,Open,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Open,H.glabra.Open.2,2D.H.glabra.Highcomp,NA,30,25,30,5,40,40,35,37.5,1.25,,T.cyanopetala,90,14.9,17.9,14.9,15.9,15.9,13.9,11.5,15.4,13.6,14.4,15.4,17.9,15.9,14.9,15.4,17.4,15.9,15.9,6.6,7.6,8.1,7.433333333,6.1,7.1,7.1,6.766666667,7.433333333,-8.466666667,30,25,1,15,5,1,0,1,,9.9,4.491,0,4,4,113,305.3333,-192.3333,267,-154,28.00962754,0.69507322,19.49542546,-28.00962754,-0.69507322,19.49542546,212.3969949,0.779014417,22.62683164,212.3969949,0.779014417,22.62683164,1.77566775,0.010684565,1.746482867,34.15225169,1.13348322,17.85085973,1.746482867,-34.15225169,-1.13348322,17.85085973,0.008454957,217.9945926,0.928696638,20.06713048,0.008454957,217.9945926,0.928696638,20.06713048,1.77566775
2D,2,D,Open,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Open,H.glutinosum.Open.2,2D.H.glutinosum.Highcomp,6,60,55,60,5,5,3,2,2.5,0.041666667,,T.cyanopetala,15,14.9,17.9,14.9,15.9,15.9,14.4,12.5,13.5,13.46666667,14.4,15.4,17.9,15.9,10,13.9,17.4,13.76666667,15.9,6.6,7.6,8.1,7.433333333,6.1,5.6,5.6,5.766666667,7.433333333,-8.466666667,30,25,1,15,5,1,0,1,,9.9,4.491,0,1,1,7,2,5,2,5,8.513415403,0.648375562,6.512705705,-8.513415403,-0.200354438,-6.512705705,211.6459474,0.575424651,21.41816588,211.6459474,1.082423277,21.41816588,0.07826101,0.013519178,0.031304404,3.405366161,0.259350225,2.605082282,-0.014565394,-3.405366161,-0.080141775,-2.605082282,0.004006849,89.87618028,0.303912449,18.45014479,0.004859977,89.87618028,0.371512266,18.45014479,-0.036413485
2D,2,D,Open,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Open,P.airoides.Open.2,2D.P.airoides.Highcomp,10,50,40,50,10,12,10,10,10,0.2,,H.glutinosum,70,14.9,17.9,14.9,15.9,15.9,14.4,14.9,18.4,15.9,14.4,15.4,17.9,15.9,12.5,15.9,18.9,15.76666667,15.9,6.6,7.6,8.1,7.433333333,6.6,7.1,8.5,7.4,7.433333333,-8.466666667,30,25,1,15,5,1,0,1,,9.9,4.491,0,4,3,103,333,-230,426,-323,7.267045455,0.339018258,3.85257546,7.267045455,-0.339018258,3.85257546,105.6198993,0.229866759,29.68467535,105.6198993,0.229866759,29.68467535,0.10782365,0.023251879,0.12938838,8.720454546,0.40682191,4.623090552,0.12938838,8.720454546,-0.40682191,4.623090552,0.013951127,63.37193957,0.137920055,17.81080521,0.013951127,63.37193957,0.137920055,17.81080521,0.10782365
2E,2,E,Open,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Open,H.glabra.Open.2,2E.H.glabra.Highcomp,5,40,30,40,10,70,70,40,55,1.375,B,Not.focal.species,NA,27.7,20.8,22.8,23.76666667,23.76666667,23.3,22.8,22.8,22.96666667,24.7,16.9,19.8,20.46666667,19.3,17.4,24.3,20.33333333,20.46666667,9.5,9,8.5,9,8.5,8.5,9.5,8.833333333,9,-14.76666667,15,5,0,10,1,1,2,3,,17.2,26.582,0,6,6,308,305.3333,2.6667,238,70,71.875,NA,24.22376989,-71.875,NA,24.22376989,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.875,NA,24.22376989,NA,-71.875,NA,24.22376989,NA,0,NA,0,NA,0,NA,0,NA
2E,2,E,Open,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Open,M.minima.Open.2,2E.M.minima.Highcomp,6,70,40,70,30,15,20,15,17.5,0.25,,H.glutinosum,40,27.7,20.8,22.8,23.76666667,23.76666667,22.8,20.8,20.8,21.46666667,24.7,16.9,19.8,20.46666667,17.9,18.4,19.8,18.7,20.46666667,9.5,9,8.5,9,8.5,8,11,9.166666667,9,-14.76666667,15,5,0,10,1,1,2,3,,17.2,26.582,0,8,7,7,2.5,4.5,4,3,39.09582235,NA,7.88751277,-39.09582235,NA,7.88751277,775.1986854,NA,35.07821936,775.1986854,NA,35.07821936,NA,NA,NA,48.10192504,NA,8.83846339,NA,-48.10192504,NA,8.83846339,NA,570.0965856,NA,19.57380061,NA,570.0965856,NA,19.57380061,NA
2E,2,E,Open,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Open,P.canescens.Open.2,2E.P.canescens.Highcomp,9,290,250,290,40,85,140,35,87.5,0.301724138,,M.minima,100,27.7,20.8,22.8,23.76666667,23.76666667,28.2,23.8,21.8,24.6,24.7,16.9,19.8,20.46666667,23.8,20.3,19.8,21.3,20.46666667,9.5,9,8.5,9,10,8.5,11,9.833333333,9,-14.76666667,15,5,0,10,1,1,2,3,,17.2,26.582,0,23,17,1527,1464.6667,62.3333,1464,63,16.46220591,0.770635556,5.92192534,16.46220591,-0.770635556,-4.21598708,55.09042042,0.054282928,35.54909412,55.09042042,0.054282928,70.13839947,0.34797865,0.242178282,0.34797865,16.46220591,0.770635556,5.92192534,-0.17048415,16.46220591,-0.770635556,-4.21598708,0.058129691,55.09042042,0.054282928,35.54909412,0.242178282,55.09042042,0.054282928,70.13839947,-0.17048415
2E,2,E,Open,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Open,T.cyanopetala.Open.2,2E.T.cyanopetala.Highcomp,2,70,50,70,20,30,30,25,27.5,0.392857143,,M.minima,60,27.7,20.8,22.8,23.76666667,23.76666667,15.4,19.3,20.3,18.33333333,24.7,16.9,19.8,20.46666667,18.4,14.9,18.9,17.4,20.46666667,9.5,9,8.5,9,8.1,6.1,9,7.733333333,9,-14.76666667,15,5,0,10,1,1,2,3,,17.2,26.582,1,4,4,22,35,-13,38,-16,16.61443238,1.892987121,4.81539942,16.57276571,1.892987121,-2.852242667,454.6799655,0.275918828,24.45594046,456.7541654,0.275918828,47.03511548,NA,NA,NA,19.92481885,1.893090767,5.189532278,NA,19.89981885,1.893090767,-4.011638226,NA,372.4900259,0.275918747,23.406125,NA,373.7345459,0.275918747,36.95363001,NA
